fLength,fWidth,fSize,fAsym,fM3Long,fAlpha,class
32.8073,26.243,3.0581,11.3528,18.6687,21.233,1
22.5206,10.0033,2.6483,5.019,7.9027,32.7289,1
19.9855,17.8006,2.6581,0.0041,29.1033,87.1498,1
59.2399,53.0801,3.3758,23.1477,22.8886,20.0986,1
24.424,9.2825,2.4734,11.1066,-9.3485,48.3799,1
41.6677,11.2586,2.7431,-16.0474,-23.8045,38.31,1
49.5791,18.9097,2.8097,-35.7738,-40.7214,69.7057,1
111.605,32.5335,2.683,-54.2801,-134.082,31.666,1
106.332,35.0174,2.7966,-38.1628,-115.38,7.764,1
38.4589,16.9062,2.6937,-25.0227,-22.8231,29.5189,1
38.5399,20.4511,2.7214,-2.0651,15.7963,86.2652,1
168.807,45.4126,3.0469,-215.594,133.395,68.138,1
74.9897,23.898,2.9225,30.6853,83.8321,58.842,1
104.472,25.876,3.1011,-63.1676,81.9646,4.296,1
81.0773,15.5949,3.0858,-114.6059,53.9917,71.1621,1
138.427,67.808,3.9584,26.7011,86.9351,77.9219,1
17.9922,11.8316,2.4601,-3.128,11.1864,59.5437,1
21.1218,12.4646,2.43,-34.0037,-24.3158,30.8984,1
110,28.8437,3.2674,-79.1003,36.8558,7.3746,1
32.6685,11.9,2.844,-21.707,-35.5266,40.8331,1
21.0042,8.7689,2.3962,-25.1479,-8.1405,89.2361,1
46.9981,35.5131,2.8248,38.8284,40.615,29.733,1
51.323,26.1315,3.1199,-32.9862,23.8665,58.1352,1
31.6552,10.7467,2.3883,34.813,19.444,63.789,1
49.9934,14.8729,2.7185,-34.4505,-25.4564,41.3137,1
201.09,82.5347,3.9952,-224.515,-188.032,73.6304,1
29.0869,9.128,2.6444,7.6234,17.4277,16.3577,1
23.2115,16.8677,2.5328,10.561,17.4546,12.4823,1
256.245,149.152,3.4173,-167.797,-280.656,43.921,1
27.4144,5.002,2.2684,-11.2641,-10.8555,65.104,1
13.0287,10.9544,2.2,-14.0985,5.7807,64.87,1
56.9892,27.8128,2.7037,-6.8392,-47.46,85.5277,1
62.8218,15.2759,2.9214,2.8447,50.4547,17.0517,1
19.0289,12.6648,2.5571,13.2334,7.6753,67.536,1
23.9775,9.17,2.5234,3.8862,-7.807,57.9317,1
23.6547,17.5581,2.7149,41.3328,-17.6837,73.7828,1
20.0973,10.8178,2.3222,-4.731,13.6478,83.4678,1
75.411,16.1061,2.7819,70.0166,16.1647,17.3643,1
119.0001,54.4566,2.9583,-143.2779,47.1491,5.9524,1
125.3915,61.8069,3.6173,-187.5654,85.1881,13.918,1
56.8333,28.7209,3.0828,51.0996,38.1747,71.088,1
84.2719,28.9583,2.6772,-31.3787,-80.5427,14.638,1
22.0987,5.7126,2.2043,35.4123,6.5672,7.7667,1
102.967,48.0406,3.6819,-74.9399,-90.8354,42.5044,1
17.7533,10.1141,2.4212,10.6796,19.8631,31.0868,1
139.725,27.6111,3.4177,-214.094,86.5908,27.581,1
26.0508,9.2468,2.4691,29.2039,20.307,16.816,1
106.478,59.6357,3.7599,-53.0762,-99.5031,7.146,1
172.6489,77.8658,3.6365,-104.3199,-160.4217,2.1259,1
19.1962,7.2453,2.6031,13.8052,19.1667,29.2578,1
32.8408,10.5404,2.6702,19.4015,10.832,63.8494,1
21.3338,10.0117,2.2201,5.409,-16.8477,23.493,1
234.2468,93.4619,3.8928,-264.4574,-161.6185,59.3618,1
136.3197,30.3326,2.9539,-119.3438,-66.661,24.2187,1
18.6742,12.4659,2.6857,28.348,15.1398,38.7916,1
24.9621,14.028,2.3831,-20.3662,4.407,77.4366,1
40.944,21.4188,3.084,-0.3809,-33.6867,72.088,1
58.401,34.6992,3.0107,-10.8768,-68.5577,6.8722,1
49.0906,13.5019,2.525,-15.1559,40.9727,79.897,1
172.6668,119.5586,3.4102,1.2907,159.7598,69.2286,1
119.531,38.9042,3.2762,-128.558,82.7515,42.0454,1
175.69,76.5025,3.3476,149.051,126.407,70.6157,1
48.0794,21.6991,2.8169,39.9444,-26.7368,88.1059,1
30.5856,12.5488,2.708,-3.378,22.9617,11.6998,1
113.062,75.0545,3.7601,-64.1912,-118.451,7.3405,1
63.931,35.0592,2.9455,-64.06,-23.6664,16.7216,1
26.3855,13.0137,2.6646,8.9559,-1.4528,53.4942,1
92.2797,19.7173,2.734,74.5464,85.7441,50.299,1
20.4474,15.1399,2.3927,-25.8726,2.013,31.0795,1
166.855,27.3086,2.8579,-135.478,-111.786,38.2889,1
34.8579,11.1368,2.369,26.8911,19.1145,48.7728,1
25.8463,11.1219,2.6937,3.2982,18.8071,3.61,1
27.7999,17.5546,2.8014,6.9422,0.5586,30.583,1
40.3125,10.746,2.5185,41.248,25.6374,50.348,1
18.5368,8.6372,2.1299,33.1508,-6.1591,23.7001,1
114.0852,63.8513,3.5737,13.2867,112.4123,32.3461,1
29.4603,10.4358,2.487,-16.2161,-13.9935,69.5814,1
121.388,45.5298,3.5099,95.5971,120.884,52.5149,1
21.0734,6.5254,2.1383,-19.2334,-16.53,84.0921,1
56.3634,18.6592,2.7689,-24.9412,-4.1519,4.692,1
171.295,36.4213,2.9612,-158.5267,-155.9003,27.9053,1
68.5503,63.3599,3.6238,11.5003,-103.7323,64.6514,1
26.9285,7.756,2.6252,4.9266,7.0077,56.4788,1
19.7587,10.2029,2.3139,4.7648,-15.4466,42.972,1
27.1345,19.0654,2.7578,16.2612,23.4228,69.6684,1
46.1791,22.8542,2.8915,50.401,29.8127,81.1581,1
60.8599,35.3517,3.2928,-75.401,23.5633,11.2415,1
160.072,74.9644,3.4961,-199.787,-135.083,31.7505,1
31.6774,12.906,2.3887,-29.7706,-20.8384,69.8269,1
182.252,28.4761,2.7563,-268.332,-86.4682,55.435,1
36.111,9.0128,2.6493,37.9908,25.9147,5.3533,1
69.6542,62.8887,3.3992,34.9444,63.1938,64.605,1
44.1337,11.0813,2.9063,7.9697,32.8381,34.553,1
32.921,8.1907,2.7625,30.5055,22.1193,89.9528,1
78.6022,16.852,3.0445,17.914,69.495,43.552,1
105.299,63.2194,3.9254,26.649,56.1306,25.87,1
28.9815,11.8458,2.5172,25.9295,17.6737,18.5888,1
30.4419,20.5627,2.7892,25.3224,29.9827,33.7225,1
39.9254,14.1326,2.7963,4.074,34.1295,55.2698,1
144.651,40.3478,2.938,-74.6539,-155.489,38.0104,1
32.889,0.4838,2.2191,-10.0806,1.9906,21.5094,1
69.6579,25.3342,2.9738,16.4035,67.5653,64.6319,1
158.312,46.8503,3.0995,-224.389,141.528,2.9828,1
18.2925,8.9937,2.7072,-0.1762,10.0855,41.617,1
13.4575,9.164,2.438,15.7633,-7.6129,12.0227,1
138.917,33.8561,3.3381,-110.295,-101.961,81.4132,1
22.5749,21.3632,2.7509,-1.8733,-13.4638,6.9432,1
49.8633,21.9727,2.866,-34.0529,32.1426,77.711,1
103.894,48.5205,3.2507,-83.8793,-82.5931,70.826,1
15.189,14.8031,2.4451,4.7623,22.5193,72.0368,1
27.5031,4.0154,2.2861,7.5362,-5.2818,65.6389,1
15.2463,13.9656,2.4343,-40.0212,6.7776,88.9297,1
206.5165,49.0302,3.3471,-69.9928,-247.7792,29.5876,1
20.1205,7.0077,2.2565,20.7483,13.8015,22.0935,1
31.3178,13.5666,2.8197,11.9026,25.766,77.6778,1
20.2988,15.9184,2.7024,3.2906,-13.2045,13.392,1
38.5935,26.0923,2.9654,-2.6285,27.436,14.444,1
64.7936,20.0296,2.9638,-62.1896,41.5569,25.823,1
101.4977,23.9296,3.33,-87.3914,-79.3729,3.7728,1
24.9954,12.8249,2.6481,19.301,21.7122,78.2165,1
52.6302,25.7179,3.1599,-18.9906,-68.0658,18.275,1
67.2776,23.6859,2.842,-68.9293,27.0095,44.7922,1
34.4471,9.6442,2.567,8.5446,-25.1219,46.8251,1
16.1962,6.6604,2.5348,28.1172,3.3712,25.0313,1
18.7164,9.7296,2.3505,-7.164,2.0698,44.4721,1
25.7162,16.9298,2.4848,-11.1326,-27.0423,70.9837,1
136.8961,89.6279,4.4452,46.0536,-40.6896,84.6145,1
69.7676,18.9821,2.7478,-44.5832,-30.7591,33.0052,1
49.572,15.4848,2.6294,-5.3797,-21.1715,27.711,1
58.505,9.8665,2.9222,55.7195,44.1789,10.3211,1
43.8997,12.6323,2.7868,11.1747,26.8231,24.8735,1
33.7643,12.7435,2.6618,35.3464,-7.3294,59.3151,1
16.2518,11.5767,2.4281,0.6814,-3.8872,82.112,1
255.628,85.8475,3.5024,-329.797,142.341,66.556,1
19.5002,9.5863,2.5136,23.7574,20.5253,22.7796,1
104.972,61.6853,3.4451,-1.5046,78.2005,10.381,1
33.3522,19.5013,2.6061,42.7853,30.1982,2.7376,1
233.039,201.364,4.382,-239.3372,-217.8321,11.8951,1
22.9882,12.3155,2.6037,16.2683,19.6494,40.238,1
124.4514,99.0565,3.4987,41.0548,-57.6991,48.717,1
65.7791,9.548,2.9789,33.159,-18.9032,60.2661,1
64.2164,13.2962,3.117,28.5488,51.574,13.0327,1
34.3959,12.7181,2.5275,14.7232,37.4839,40.7617,1
48.9435,16.1799,2.8957,-13.1139,29.1549,27.591,1
19.7452,12.6244,2.4191,-17.0574,-12.5602,86.9934,1
23.8176,3.1392,2.2028,43.0022,7.2102,60.4662,1
27.3672,15.5052,2.5552,2.1447,28.8891,12.8237,1
95.2551,29.3494,3.5036,67.6239,84.4564,11.6527,1
12.4392,5.6744,2.0996,34.8874,7.2711,8.4374,1
120.875,33.2444,3.0459,-89.2755,-95.5569,20.8784,1
25.0903,10.5856,2.6037,15.0486,16.9877,12.292,1
149.0281,87.5812,4.1545,140.5568,130.3872,73.4484,1
35.6137,19.4724,2.757,15.3924,30.6005,83.468,1
42.8387,25.9333,2.8649,-30.5532,10.6836,11.6995,1
49.966,15.6007,2.7745,-27.6454,-32.4918,28.521,1
49.0854,12.9422,2.8293,4.4968,31.1043,51.205,1
150.223,38.4345,3.312,-87.542,-72.8498,17.2507,1
212.7638,82.92,4.7133,119.9577,-182.4259,9.5929,1
36.6834,23.4707,3.0529,39.1191,32.8215,66.6917,1
145.0981,37.3401,3.3006,-142.7185,-59.4234,0.7016,1
26.7476,16.14,2.4793,2.6881,24.5614,39.463,1
192.425,158.705,4.5769,-289.293,-175.214,48.245,1
56.6726,24.6349,3.0881,44.496,56.3142,10.2461,1
29.751,14.4711,2.485,-19.2255,-17.6017,50.3592,1
33.4349,11.5495,2.6623,-34.7318,11.4743,86.2306,1
13.6798,6.7407,2.1522,-5.3668,7.9734,18.4679,1
67.3731,29.9996,3.0715,-75.881,-47.1058,50.191,1
67.7987,38.6783,3.1504,-43.4277,-50.0191,78.1631,1
160.7656,49.3641,3.4663,-149.8219,104.7258,19.1125,1
127.9845,7.1156,2.6097,-127.4463,-96.8133,22.5134,1
12.6187,11.8044,2.0626,15.96,-9.3566,24.545,1
21.476,0.0027,2.1156,-0.9198,7.6359,74.132,1
62.4352,9.0876,2.7892,76.8777,40.9385,4.996,1
106.1228,35.7363,3.0275,73.3577,124.6383,84.007,1
35.6162,8.616,2.6665,-23.2968,-10.8601,57.995,1
175.0354,24.5739,2.7976,-156.9173,-126.9102,17.664,1
10.7015,10.2689,2.6054,-17.8989,-15.5452,3.6583,1
105.8838,31.6732,2.9204,-28.6341,-90.0392,75.8304,1
26.9187,13.6487,2.7192,14.6652,-2.431,89.4651,1
48.5822,22.2574,3.2382,20.3863,-34.3209,38.294,1
10.5046,9.0132,2.2204,6.8141,10.3285,69.4158,1
15.2473,9.6954,2.6714,25.5437,17.9352,3.0382,1
27.625,9.4464,2.5447,6.9847,21.7525,71.4874,1
19.229,7.4513,2.0663,-1.3124,6.7355,15.253,1
24.3686,15.5878,2.5593,-5.3289,-16.2269,71.762,1
35.1734,20.9746,2.6285,-41.7915,-44.9794,43.2555,1
136.7856,88.1801,4.495,-74.9229,-78.7875,0.4592,1
111.715,48.5447,3.6944,-189.629,80.4364,12.3077,1
17.9229,9.1936,2.3979,-17.647,-14.0817,75.3281,1
29.0755,20.2431,2.5917,13.3496,2.3986,62.4511,1
171.6771,76.8383,3.4132,-6.3928,-160.9615,65.2154,1
101.9189,50.8736,3.8503,-90.5293,2.4132,19.2345,1
15.272,12.0666,2.3655,-1.7956,3.1911,36.8278,1
95.2311,73.4411,3.2662,51.1342,67.8079,56.829,1
21.4355,7.9973,2.3369,-14.6266,9.0208,0.2327,1
27.4814,23.5628,2.8017,4.5103,20.9656,81.4517,1
21.7969,15.7169,2.6228,27.252,23.6645,69.3228,1
29.3437,12.575,2.4942,31.7634,24.917,32.1435,1
149.9342,106.3089,3.9798,-201.6141,-131.7015,7.819,1
27.3988,10.1619,2.5729,31.8684,19.313,15.272,1
74.2579,21.0418,2.8007,-50.3028,-51.4627,49.296,1
119.83,55.8508,3.3754,-37.0703,-128.267,77.7234,1
20.93,10.5237,2.5977,-5.3601,16.9542,66.697,1
38.186,33.988,3.033,-10.5306,15.734,89.3256,1
29.4718,12.0261,2.8484,35.5443,18.7477,38.556,1
24.7988,4.2995,2.6456,-8.5125,16.6178,38.354,1
11.2453,7.9507,2.2602,10.5377,0.0331,35.4654,1
167.688,55.4209,3.4801,-114.598,-166.191,46.2067,1
109.754,27.7179,3.0571,90.2262,87.7985,37.2826,1
29.6864,6.5504,2.1931,-38.2843,-12.2981,36.9671,1
36.9729,12.0892,2.7674,2.0496,10.3782,33.9522,1
87.3631,43.8422,3.833,-12.6718,67.3805,45.177,1
56.5912,29.0345,3.0775,-25.5512,-9.6603,43.3511,1
48.0413,10.0108,2.7225,27.7627,10.0138,47.4564,1
26.782,6.9718,2.5551,21.5117,-15.2322,11.394,1
13.1972,11.7719,2.428,7.504,12.4199,36.4006,1
101.446,58.8768,3.8703,24.2853,-68.0601,24.702,1
25.4663,17.1171,2.7423,4.2117,20.3061,21.333,1
38.9253,6.3582,2.6497,29.9431,24.2609,8.9779,1
21.4072,12.7942,2.3473,12.4497,12.7655,6.27,1
14.6728,11.1242,2.3157,-21.2845,-5.0364,83.1264,1
162.423,51.8306,3.5655,-98.3003,-32.9923,49.6844,1
33.6375,7.2779,2.793,24.8606,12.0875,53.0922,1
25.5745,7.0241,2.3962,12.8445,14.8244,32.4792,1
17.7663,11.9747,2.3423,12.2033,24.6656,34.3547,1
51.9072,36.4683,3.226,-4.6645,9.1686,30.4817,1
106.9951,43.6072,3.2792,-47.2472,-84.9207,7.1503,1
154.2224,50.697,3.4433,-120.7577,-108.9276,22.0795,1
117.003,33.1912,2.8993,98.6056,-65.3177,5.597,1
53.4514,39.2208,3.2266,1.6107,-54.8529,28.6929,1
13.1446,10.0064,2.3901,12.2071,7.8856,7.9436,1
22.5828,12.9817,2.5328,21.0244,12.0471,49.739,1
166.479,121.389,3.4654,350.69,-180.63,20.1748,1
65.5156,21.3195,2.6325,-32.187,-42.0343,21.5767,1
30.3908,7.6326,2.2989,-35.5287,-8.7048,53.951,1
19.9786,9.2008,2.4346,-4.1789,14.4521,78.2768,1
37.5565,11.9738,2.7356,26.4228,7.1043,34.4077,1
67.4856,24.014,2.9403,-67.8714,-27.6509,39.7288,1
14.8167,13.7926,2.5529,4.8655,-1.9956,47.7889,1
46.7377,8.3832,2.7473,-7.3423,19.9418,78.1362,1
20.2095,12.6471,2.3043,-0.9451,8.9677,10.6952,1
21.245,12.6979,2.5443,0.192,24.5095,64.164,1
83.2633,13.5806,3.1222,-33.4722,50.779,11.772,1
162.1957,55.2847,3.8238,97.5898,83.9108,66.7174,1
22.8388,10.5252,2.643,24.3207,16.6751,2.1032,1
86.5932,50.6583,3.9151,27.0313,52.5121,6.721,1
48.7057,14.4348,2.8657,66.5225,28.9582,21.1081,1
45.397,9.8762,2.872,6.917,47.6066,29.0002,1
22.2115,6.8141,2.0763,-34.4971,-17.217,18.1772,1
53.587,11.2697,2.5698,27.0133,43.0888,3.0792,1
10.6118,10.0548,2.2398,-2.8825,0.5839,44.4008,1
16.2957,9.4793,2.5296,0.262,-9.6089,40.3177,1
79.1607,12.687,2.9886,49.0651,11.1943,5.633,1
173.077,159.209,4.1179,-201.872,-153.496,21.0231,1
21.3376,0,2.3627,0,0,27.123,1
136.716,34.9366,3.1082,-178.358,99.6708,13.195,1
32.9432,15.4056,2.9391,43.4235,23.9588,74.8444,1
126.609,41.9329,3.461,-129.054,-120.058,29.6115,1
110.418,80.831,3.8753,-106.262,57.9054,41.911,1
60.7244,17.3754,2.6884,82.4657,4.5381,14.4753,1
22.6422,18.3864,2.7697,7.6687,12.4885,24.134,1
31.022,18.0006,2.6861,6.6471,25.9397,76.8234,1
39.5915,17.4182,2.5583,30.2382,19.5135,47.8241,1
23.0238,10.5568,2.48,6.1666,11.8097,53.3703,1
19.1908,8.0294,2.5077,-29.4282,-16.3824,87.9114,1
20.4351,10.9445,2.3365,-7.8342,18.168,73.5855,1
26.9946,15.3352,2.711,-29.9307,-18.1199,57.15,1
18.5391,14.1797,2.6518,-1.6957,14.7808,37.947,1
63.3325,26.8284,2.9513,88.5303,-26.456,60.4225,1
99.643,60.7624,3.1314,-38.2399,-74.2057,12.6359,1
45.6986,17.3784,2.5873,-19.6738,-43.8671,54.3215,1
32.9103,9.9051,2.4713,5.4576,-12.2815,82.0562,1
210.504,33.3894,2.9039,-186.238,106.85,28.4331,1
101.501,82.7937,3.38,-85.88,63.6137,33.688,1
71.467,23.6412,3.0843,-80.9148,-54.9547,89.3981,1
190.944,60.5507,3.4649,-200.355,-121.843,75.376,1
44.7389,8.798,2.6236,32.1241,15.9443,80.5241,1
35.9416,33.2024,2.6906,-5.2998,-9.0595,2.001,1
103.712,35.4059,3.1416,-145.05,-56.9189,60.1451,1
126.242,99.4705,3.9511,-75.4809,-59.6187,60.931,1
27.0156,7.4843,2.2945,12.3822,6.0053,89.3958,1
105.097,37.5284,2.8701,102.255,23.2937,26.715,1
150.789,74.1838,4.2805,-122.073,-106.402,84.1558,1
58.3867,12.853,2.7489,-49.5732,-35.9094,89.5595,1
23.6856,21.166,2.6959,27.6083,-9.1757,50.741,1
21.6838,14.593,2.678,1.5907,15.7982,22.8694,1
122.8869,25.5638,3.0987,-112.4332,-108.4666,61.9702,1
99.5309,33.654,3.1331,162.387,-82.1548,32.325,1
8.854,1.2657,2.5683,-4.2045,-13.9565,53.6212,1
24.7085,20.0298,2.749,17.2362,-9.3095,62.637,1
30.4474,18.317,2.8618,-7.0644,15.8153,58.7136,1
22.5058,9.6454,2.6401,-14.4893,-26.805,25.5648,1
30.4236,13.2033,2.7261,33.2295,26.8004,46.5235,1
26.7459,18.4388,2.5687,23.6048,-18.2415,22.4767,1
140.283,42.161,3.735,-116.842,-84.1378,41.5116,1
18.2898,7.6596,2.2159,-4.6407,6.5507,28.3315,1
164.123,72.8046,3.5177,-163.422,-148.283,78.043,1
22.5524,11.1413,2.5348,-21.5462,19.9523,37.7034,1
99.1059,51.2927,4.0321,-67.0572,57.9732,37.1652,1
214.806,43.6493,3.2238,-144.483,-176.873,52.9093,1
76.6839,37.4321,3.5897,66.0484,64.6907,0.8318,1
15.9546,11.5566,2.4133,-3.0638,5.5481,11.325,1
68.1948,34.0673,2.8782,-38.5483,-63.0794,24.7067,1
22.0823,16.8278,2.4065,28.4872,-10.3529,16.436,1
143.3456,72.5993,4.0014,54.2829,94.3438,85.3628,1
46.9141,7.5096,2.8434,9.8954,15.3934,35.2782,1
18.2677,10.1684,2.5999,21.2579,11.7125,12.2578,1
225.4409,100.2957,4.2132,-226.0696,-217.1294,71.7122,1
61.9045,35.1266,2.8904,46.5687,47.4556,17.4836,1
18.3964,8.3041,2.4718,3.5676,13.3708,46.7087,1
13.1261,10.6377,2.2368,13.5464,3.6146,66.85,1
211.191,74.2423,3.3876,-165.455,-159.483,77.077,1
23.5034,7.2791,2.6198,-34.4282,-12.4968,74.9493,1
92.9209,24.2387,3.1473,1.5516,59.639,48.2513,1
53.7237,19.2013,2.8159,-22.4502,-56.0652,76.899,1
70.3143,20.9753,2.9017,-66.6223,-40.1578,88.7104,1
22.0121,20.656,2.6375,16.066,-15.9558,45.704,1
19.2963,19.039,2.4526,-6.6629,-18.1211,86.5376,1
52.5855,13.1735,2.7235,-33.0588,-41.4743,89.3695,1
34.1189,9.7133,2.5378,43.0863,27.3881,54.874,1
59.4103,9.1581,2.8756,-93.1117,39.0645,9.2116,1
74.4723,16.3375,2.5695,-58.356,-83.8889,84.6412,1
151.196,51.481,3.5463,39.362,-42.8232,7.2928,1
27.9409,12.9407,2.6707,22.674,19.1566,15.2077,1
30.2057,11.0073,2.4464,20.2719,27.9534,66.6421,1
37.9472,6.7096,2.7039,33.0542,11.6496,79.512,1
17.4603,15.5294,2.4338,7.5692,-16.0845,44.692,1
134.4043,41.884,3.0817,-89.7889,69.5802,26.502,1
136.446,88.2878,3.1617,-205.734,126.766,18.736,1
67.3802,14.5428,2.9831,4.6523,-31.605,74.2601,1
128.189,22.1649,2.7952,143.63,-71.097,26.796,1
33.5826,11.0346,2.7147,38.1995,29.6283,27.015,1
36.779,11.1515,2.6345,29.1385,22.4575,28.694,1
75.609,74.4328,3.136,8.1205,35.9985,8.8103,1
22.2454,12.4406,2.6138,4.9286,11.7127,47.5827,1
34.8096,29.7332,3.1299,29.2384,-21.971,12.823,1
87.9333,70.2379,3.1797,-98.4032,53.8995,42.493,1
90.5962,31.939,2.8636,-151.02,90.1058,14.916,1
135.4783,16.6427,2.5376,-108.3521,-106.6342,75.6578,1
29.5854,10.6494,2.4565,17.5969,22.4894,73.7976,1
29.1262,0,2.4757,12.0398,12.634,70.884,1
42.3703,22.6132,3.0918,-8.2043,-25.3779,37.9786,1
42.028,11.1824,2.8879,44.2285,33.6213,37.5843,1
23.2865,14.6321,2.5515,1.563,15.7269,35.7297,1
27.5014,13.9081,2.7345,-5.9794,12.5412,72.1624,1
19.7982,15.4644,2.4541,-5.9147,17.5553,21.142,1
93.715,16.5674,3.1682,-111.172,62.3735,27.8898,1
22.3229,15.7495,2.564,-16.0964,-2.887,59.8118,1
40.2526,15.3646,2.8618,-34.0157,16.8333,73.9986,1
77.3327,18.1007,2.702,71.932,48.2209,30.558,1
34.5103,10.4785,2.8202,-20.6855,24.0583,43.7754,1
20.2845,5.6058,2.4278,42.4674,16.1903,88.897,1
60.0078,28.0342,3.1221,-14.0722,42.7354,82.948,1
105.1794,46.2561,3.5711,72.4321,61.0396,26.1867,1
68.8405,16.3463,2.6128,-104.369,65.8943,39.069,1
76.7257,19.7924,3.5476,18.5482,58.2338,43.8784,1
28.1201,10.785,2.6862,6.2757,37.1247,58.3736,1
204.052,93.1411,4.5762,-303.634,-175.811,45.678,1
174.8438,86.838,4.1427,-200.2293,-165.9498,44.9263,1
51.1555,40.1511,2.8362,-69.9086,-30.7479,31.398,1
73.5159,14.9211,2.9791,-76.0582,14.3328,49.1442,1
60.5877,13.0235,2.9501,31.9826,50.8445,0.6164,1
187.4254,36.4627,2.8737,217.9336,90.0964,9.0153,1
119.6872,49.1045,3.542,-3.8804,-121.4758,37.48,1
48.2208,20.5177,2.9462,-57.9887,-38.6868,15.6936,1
20.5569,9.3607,2.3711,-0.7971,12.6821,75.158,1
21.1773,14.3914,2.3021,-2.4848,5.5418,21.9203,1
19.4502,9.1554,2.3324,19.7267,14.5702,36.3441,1
14.0343,8.5698,2.404,14.7287,4.5391,13.2698,1
142.6733,50.4449,3.7499,-74.954,-121.6169,48.9907,1
141.003,66.975,3.1455,92.303,156.047,48.632,1
23.4184,5.3755,2.5235,-28.318,-6.5909,89.2573,1
38.0349,12.8489,2.2504,30.0231,17.8761,40.2139,1
51.3353,22.9458,3.0204,80.2106,-30.2156,10.755,1
16.7578,10.9846,2.5832,-2.1684,5.9657,88.4385,1
42.1812,8.9408,2.7645,36.5125,-15.2216,26.4708,1
24.9618,21.5161,2.5717,3.8446,12.366,78.131,1
79.1839,27.3956,2.7882,-42.4529,46.8425,11.082,1
120.4056,71.2754,3.6697,-107.9365,-93.9163,68.661,1
117.746,35.725,2.7709,-42.5233,-147.973,38.0633,1
71.5814,37.0807,3.0243,-117.972,73.8767,13.14,1
52.0233,29.4855,2.9985,-58.6313,-21.0838,2.1899,1
19.9341,6.9203,2.1889,19.8538,14.4316,41.328,1
19.5513,16.5461,2.3879,-19.1027,-12.7235,51.5248,1
62.9536,10.3627,3.0372,-11.3256,30.6515,25.276,1
20.4262,8.99,2.3139,-22.071,-13.2272,61.917,1
126.5051,86.495,3.3422,-221.0336,102.9845,51.0941,1
10.4161,10.0996,2.4326,4.8097,13.1852,52.0483,1
89.3079,17.0889,3.1438,-32.0823,-27.4805,85.8821,1
56.4481,22.4001,3.2609,18.1382,-37.6199,48.8909,1
183.9089,44.1347,3.3281,-121.1444,-175.0661,35.0736,1
31.5733,8.1849,2.4632,42.8552,24.0236,44.2908,1
95.0578,52.2048,3.4675,-34.3276,-77.2771,47.8133,1
105.5703,30.1647,3.2129,-161.2025,78.1421,49.2844,1
94.8489,24.7965,3.1622,-66.8504,57.2807,23.194,1
75.1286,26.9409,3.103,-30.54,-48.442,7.1122,1
42.0985,12.1855,2.8162,-7.5451,22.8265,57.0152,1
25.3293,13.2649,2.4484,6.1188,-16.4616,44.6062,1
17.7926,11.619,2.5139,-0.0457,-8.0966,40.877,1
198.947,139.436,3.9829,-173.659,-50.9589,66.528,1
160.6953,23.5113,3.0259,-92.0114,-99.9844,41.3427,1
75.8509,13.6915,3.0963,-17.5876,65.2814,13.2984,1
25.6521,23.0307,2.6577,-20.0772,-16.5121,85.5133,1
38.2926,25.2371,2.8786,10.9106,23.2339,89.5333,1
73.5481,28.6387,3.0656,46.9323,35.369,21.3662,1
20.9059,11.2361,2.238,11.3707,19.1314,47.3096,1
43.2,8.8465,2.7426,50.7556,48.0358,21.9706,1
71.5181,19.5946,3.1573,49.3394,48.8108,0.5301,1
54.5124,33.6611,2.7029,-34.966,14.5603,10.2328,1
115.778,19.7697,3.2576,46.3342,78.6337,29.9116,1
38.2019,9.6268,2.428,-28.1819,1.2728,75.1594,1
189.27,72.6158,3.4079,-209.305,-102.769,60.9866,1
24.204,10.0413,2.5978,26.0481,8.6357,22.2515,1
48.3573,15.6513,2.634,-27.6638,-57.4251,56.0701,1
31.2219,14.747,2.6232,-22.4605,-14.42,46.701,1
106.7713,29.1894,3.3126,-122.2813,75.7553,29.5828,1
41.1311,11.8766,2.9079,12.5308,15.5827,74.6525,1
43.2166,9.1758,2.8603,40.7602,-19.5877,55.468,1
27.0565,12.7519,2.6037,20.7965,18.9936,49.203,1
144.18,67.3286,3.6516,-133.198,-110,65.4676,1
90.7575,48.9575,3.503,72.495,41.1313,26.8347,1
30.2961,11.6071,2.8627,18.891,23.0618,23.3886,1
22.363,11.6285,2.4793,9.8142,21.2192,38.9391,1
109.5866,19.2107,3.2331,-23.4812,79.6084,15.5528,1
36.8281,9.5478,2.3942,-32.0883,-24.1504,34.0317,1
49.5366,25.5985,2.9023,54.8471,44.6411,13.989,1
57.0075,18.2729,3.0566,39.3169,39.7592,30.2986,1
21.308,11.5462,2.5781,-2.685,11.3902,25.5049,1
126.2551,65.3239,3.1988,11.9538,-64.1497,81.5658,1
19.7768,11.367,2.4133,-12.2415,-14.1178,65.002,1
22.7146,16.1697,2.4314,11.3707,14.0026,15.825,1
22.9363,10.0311,2.5397,13.3799,-14.7354,26.4764,1
51.9117,12.0387,2.955,12.5358,32.4856,49.227,1
36.9222,24.8825,2.4162,11.574,36.5334,40.404,1
95.2365,21.7442,3.3173,-22.6492,51.4829,27.242,1
64.9836,36.9749,3.2032,78.3522,51.9287,26.7146,1
124.014,55.8011,4.4176,60.7655,98.2482,7.8144,1
222.418,14.5959,2.9141,147.373,216.985,16.884,1
133.524,65.5287,4.1993,-159.335,72.1716,47.302,1
44.3165,29.8201,3.0247,-10.8668,22.7405,76.952,1
